# kapture format: 1.1
# sensor_id, name, sensor_type, [sensor_params]+
cam_02733, , camera, SIMPLE_RADIAL, 1200, 1600, 1833.43, 600, 800, -0.175888
cam_00496, , camera, SIMPLE_RADIAL, 1600, 1200, 1561.56, 800, 600, -0.0698109
cam_02212, , camera, SIMPLE_RADIAL, 1600, 1067, 3829.9, 800, 533.5, 0.0709561
cam_02246, , camera, SIMPLE_RADIAL, 1600, 1067, 1321.53, 800, 533.5, -0.10301
cam_03739, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.73, 800, 600, -0.0829886
cam_00530, , camera, SIMPLE_RADIAL, 1600, 1067, 1107.59, 800, 533.5, -0.0860215
cam_03737, , camera, SIMPLE_RADIAL, 1200, 1600, 1559.56, 600, 800, -0.0952901
cam_00528, , camera, SIMPLE_RADIAL, 1600, 1067, 1100.97, 800, 533.5, -0.075903
cam_02235, , camera, SIMPLE_RADIAL, 1600, 1067, 1330.83, 800, 533.5, -0.10499
cam_03728, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.45, 800, 600, -0.0837306
cam_00519, , camera, SIMPLE_RADIAL, 1600, 1067, 1103.81, 800, 533.5, -0.0742952
cam_05330, , camera, SIMPLE_RADIAL, 1600, 1200, 1073.27, 800, 600, -0.0137223
cam_02121, , camera, SIMPLE_RADIAL, 1600, 1067, 1569.62, 800, 533.5, -0.106362
cam_02344, , camera, SIMPLE_RADIAL, 1600, 1067, 1321.24, 800, 533.5, -0.0979029
cam_04085, , camera, SIMPLE_RADIAL, 1600, 1067, 1093.85, 800, 533.5, -0.0787423
cam_00346, , camera, SIMPLE_RADIAL, 1600, 1067, 1117.25, 800, 533.5, -0.0842674
cam_04123, , camera, SIMPLE_RADIAL, 1067, 1600, 1082.15, 533.5, 800, -0.0862059
cam_04122, , camera, SIMPLE_RADIAL, 1067, 1600, 1085.03, 533.5, 800, -0.0840082
cam_04083, , camera, SIMPLE_RADIAL, 1600, 1067, 1085.46, 800, 533.5, -0.0746922
cam_00344, , camera, SIMPLE_RADIAL, 1600, 1067, 1102.21, 800, 533.5, -0.0723179
cam_00382, , camera, SIMPLE_RADIAL, 1600, 1067, 1098.04, 800, 533.5, -0.0727471
cam_03591, , camera, SIMPLE_RADIAL, 1067, 1600, 1377.2, 533.5, 800, -0.106213
cam_04121, , camera, SIMPLE_RADIAL, 1067, 1600, 1083.33, 533.5, 800, -0.0938729
cam_04120, , camera, SIMPLE_RADIAL, 1067, 1600, 1085.61, 533.5, 800, -0.0967869
cam_03578, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.72, 800, 600, -0.0724667
cam_00369, , camera, SIMPLE_RADIAL, 1600, 1063, 1241.43, 800, 531.5, -0.087585
cam_01580, , camera, SIMPLE_RADIAL, 1067, 1600, 1959.72, 533.5, 800, -0.0613054
cam_04119, , camera, SIMPLE_RADIAL, 1067, 1600, 1083.84, 533.5, 800, -0.0854386
cam_01611, , camera, SIMPLE_RADIAL, 1067, 1600, 1326.23, 533.5, 800, -0.0857333
cam_04117, , camera, SIMPLE_RADIAL, 1067, 1600, 1084.31, 533.5, 800, -0.0877583
cam_02336, , camera, SIMPLE_RADIAL, 1600, 1067, 1428.76, 800, 533.5, -0.101342
cam_04077, , camera, SIMPLE_RADIAL, 1067, 1600, 1082.65, 533.5, 800, -0.092053
cam_03668, , camera, SIMPLE_RADIAL, 1600, 1063, 1244.55, 800, 531.5, -0.105411
cam_00459, , camera, SIMPLE_RADIAL, 1200, 1600, 1550.98, 600, 800, -0.0760081
cam_04115, , camera, SIMPLE_RADIAL, 1067, 1600, 1086.35, 533.5, 800, -0.0998903
cam_00906, , camera, SIMPLE_RADIAL, 1600, 1200, 1551.55, 800, 600, -0.0621657
cam_02335, , camera, SIMPLE_RADIAL, 1600, 1063, 1248.74, 800, 531.5, -0.09825
cam_04076, , camera, SIMPLE_RADIAL, 1067, 1600, 1083.5, 533.5, 800, -0.0960674
cam_00337, , camera, SIMPLE_RADIAL, 1200, 1600, 1549.63, 600, 800, -0.0700378
cam_01607, , camera, SIMPLE_RADIAL, 1067, 1600, 1344.26, 533.5, 800, -0.103365
cam_04114, , camera, SIMPLE_RADIAL, 1063, 1600, 1227.92, 531.5, 800, -0.10911
cam_01668, , camera, SIMPLE_RADIAL, 1063, 1600, 1204.39, 531.5, 800, -0.13062
cam_00374, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.6, 800, 600, -0.0775311
cam_03583, , camera, SIMPLE_RADIAL, 1600, 1200, 1570.75, 800, 600, -0.0680882
cam_04113, , camera, SIMPLE_RADIAL, 1067, 1600, 1083.86, 533.5, 800, -0.0915938
cam_04112, , camera, SIMPLE_RADIAL, 1067, 1600, 1081.69, 533.5, 800, -0.0970342
cam_04072, , camera, SIMPLE_RADIAL, 1067, 1600, 1313.21, 533.5, 800, -0.0999407
cam_00333, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.54, 800, 600, -0.0753374
cam_01603, , camera, SIMPLE_RADIAL, 1067, 1600, 1354.27, 533.5, 800, -0.0873626
cam_01664, , camera, SIMPLE_RADIAL, 1067, 1600, 1354.69, 533.5, 800, -0.0885565
cam_03662, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.35, 800, 600, -0.0711856
cam_04109, , camera, SIMPLE_RADIAL, 1067, 1600, 1085.37, 533.5, 800, -0.0953545
cam_01663, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.38, 800, 533.5, -0.0791534
cam_04108, , camera, SIMPLE_RADIAL, 1067, 1600, 1081.14, 533.5, 800, -0.0935741
cam_04068, , camera, SIMPLE_RADIAL, 1067, 1600, 1320, 533.5, 800, -0.0905006
cam_00329, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.33, 800, 600, -0.0693129
cam_04106, , camera, SIMPLE_RADIAL, 1067, 1600, 1080.64, 533.5, 800, -0.0841076
cam_02013, , camera, SIMPLE_RADIAL, 1067, 1600, 3812.34, 533.5, 800, 0.122327
cam_05222, , camera, SIMPLE_RADIAL, 1200, 1600, 1459.07, 600, 800, -0.0238795
cam_00366, , camera, SIMPLE_RADIAL, 1600, 1067, 1102.61, 800, 533.5, -0.0837831
cam_04105, , camera, SIMPLE_RADIAL, 1067, 1600, 1082.98, 533.5, 800, -0.0809987
cam_04065, , camera, SIMPLE_RADIAL, 1067, 1600, 1363.8, 533.5, 800, -0.0929463
cam_00856, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.42, 800, 600, -0.0753403
cam_00326, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.88, 800, 533.5, -0.0653993
cam_00364, , camera, SIMPLE_RADIAL, 1600, 1067, 1100.96, 800, 533.5, -0.0816226
cam_04103, , camera, SIMPLE_RADIAL, 1063, 1600, 1238.03, 531.5, 800, -0.104985
cam_02323, , camera, SIMPLE_RADIAL, 1600, 1067, 1316.36, 800, 533.5, -0.095405
cam_00363, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.61, 800, 600, -0.066859
cam_04102, , camera, SIMPLE_RADIAL, 1067, 1600, 1081.45, 533.5, 800, -0.0946879
cam_00893, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.42, 800, 600, -0.0938297
cam_02322, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.81, 800, 533.5, -0.107121
cam_00324, , camera, SIMPLE_RADIAL, 1600, 1063, 1242.46, 800, 531.5, -0.105322
cam_00362, , camera, SIMPLE_RADIAL, 1600, 1067, 1099.48, 800, 533.5, -0.0786625
cam_04101, , camera, SIMPLE_RADIAL, 1067, 1600, 1081.5, 533.5, 800, -0.0930519
cam_00892, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.9, 800, 600, -0.0865933
cam_04100, , camera, SIMPLE_RADIAL, 1067, 1600, 1077.08, 533.5, 800, -0.0928328
cam_00359, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.65, 800, 600, -0.0745161
cam_04098, , camera, SIMPLE_RADIAL, 1067, 1600, 1079.34, 533.5, 800, -0.0801772
cam_00889, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.83, 800, 600, -0.103263
cam_02318, , camera, SIMPLE_RADIAL, 1600, 1067, 1326.71, 800, 533.5, -0.110995
cam_00358, , camera, SIMPLE_RADIAL, 1600, 1063, 1250.23, 800, 531.5, -0.0962875
cam_04097, , camera, SIMPLE_RADIAL, 1067, 1600, 1076.3, 533.5, 800, -0.0844728
cam_00888, , camera, SIMPLE_RADIAL, 1600, 1200, 1564.2, 800, 600, -0.061278
cam_00357, , camera, SIMPLE_RADIAL, 1600, 1067, 1106.86, 800, 533.5, -0.0761787
cam_04096, , camera, SIMPLE_RADIAL, 1600, 1067, 1088.6, 800, 533.5, -0.0924268
cam_00356, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.79, 800, 600, -0.0725409
cam_04095, , camera, SIMPLE_RADIAL, 1600, 1067, 1087.7, 800, 533.5, -0.0773245
cam_00886, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.64, 800, 600, -0.0754783
cam_01600, , camera, SIMPLE_RADIAL, 1067, 1600, 1327.1, 533.5, 800, -0.0772674
cam_02353, , camera, SIMPLE_RADIAL, 1600, 1067, 1319.84, 800, 533.5, -0.104067
cam_05339, , camera, SIMPLE_RADIAL, 1600, 1200, 1187.63, 800, 600, 0.0162074
cam_00150, , camera, SIMPLE_RADIAL, 1600, 1067, 1104.58, 800, 533.5, -0.0764425
cam_03359, , camera, SIMPLE_RADIAL, 1200, 1600, 1787.22, 600, 800, -0.172282
cam_01643, , camera, SIMPLE_RADIAL, 1067, 1600, 1331.17, 533.5, 800, -0.0874767
cam_02090, , camera, SIMPLE_RADIAL, 1067, 1600, 2445.71, 533.5, 800, -0.0223679
cam_05299, , camera, SIMPLE_RADIAL, 1600, 1200, 1191.77, 800, 600, 0.0195204
cam_02307, , camera, SIMPLE_RADIAL, 1600, 1067, 1317.83, 800, 533.5, -0.0926256
cam_00309, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.4, 600, 800, -0.0822862
cam_03632, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.17, 800, 600, -0.0700528
cam_00423, , camera, SIMPLE_RADIAL, 1600, 1067, 1097.98, 800, 533.5, -0.0761931
cam_02299, , camera, SIMPLE_RADIAL, 1600, 1067, 1321.99, 800, 533.5, -0.100753
cam_02298, , camera, SIMPLE_RADIAL, 1600, 1067, 1324.34, 800, 533.5, -0.108629
cam_01641, , camera, SIMPLE_RADIAL, 1067, 1600, 1330.01, 533.5, 800, -0.0889895
cam_00148, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.18, 800, 533.5, -0.0797193
cam_03357, , camera, SIMPLE_RADIAL, 1600, 1200, 1825.04, 800, 600, -0.184567
cam_02297, , camera, SIMPLE_RADIAL, 1600, 1067, 1313.7, 800, 533.5, -0.0977613
cam_02296, , camera, SIMPLE_RADIAL, 1600, 1067, 1329.9, 800, 533.5, -0.118009
cam_00137, , camera, SIMPLE_RADIAL, 1600, 1067, 1098.96, 800, 533.5, -0.0720594
cam_03346, , camera, SIMPLE_RADIAL, 1200, 1600, 1826.58, 600, 800, -0.190367
cam_01630, , camera, SIMPLE_RADIAL, 1600, 1067, 1331.01, 800, 533.5, -0.0739323
cam_02135, , camera, SIMPLE_RADIAL, 1067, 1600, 3816.34, 533.5, 800, 0.161243
cam_03628, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.12, 800, 600, -0.0726507
cam_00419, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.06, 800, 533.5, -0.0787041
cam_03059, , camera, SIMPLE_RADIAL, 1600, 1200, 1814.14, 800, 600, -0.166086
cam_01566, , camera, SIMPLE_RADIAL, 1067, 1600, 1350.41, 533.5, 800, -0.0875924
cam_05366, , camera, SIMPLE_RADIAL, 1600, 1200, 1190.35, 800, 600, 0.0180919
cam_02157, , camera, SIMPLE_RADIAL, 1067, 1600, 1660.95, 533.5, 800, -0.133212
cam_01627, , camera, SIMPLE_RADIAL, 1067, 1600, 1333.15, 533.5, 800, -0.11844
cam_05118, , camera, SIMPLE_RADIAL, 1200, 1600, 1460.33, 600, 800, -0.0378826
cam_01909, , camera, SIMPLE_RADIAL, 1600, 1067, 1332.86, 800, 533.5, -0.100572
cam_03625, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.62, 800, 600, -0.0708228
cam_00416, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.05, 600, 800, -0.0833177
cam_02290, , camera, SIMPLE_RADIAL, 1600, 1067, 1305.98, 800, 533.5, -0.102876
cam_05115, , camera, SIMPLE_RADIAL, 1600, 1200, 1464.19, 800, 600, -0.0333232
cam_01906, , camera, SIMPLE_RADIAL, 1600, 1067, 1339.96, 800, 533.5, -0.0473408
cam_03622, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.9, 800, 600, -0.067886
cam_00413, , camera, SIMPLE_RADIAL, 1600, 1063, 1238.96, 800, 531.5, -0.0923428
cam_02289, , camera, SIMPLE_RADIAL, 1600, 1067, 1737.87, 800, 533.5, -0.104097
cam_05114, , camera, SIMPLE_RADIAL, 1600, 1200, 1491.34, 800, 600, -0.0148144
cam_03621, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.22, 800, 600, -0.0699727
cam_00412, , camera, SIMPLE_RADIAL, 1600, 1067, 1102.14, 800, 533.5, -0.0804045
cam_02287, , camera, SIMPLE_RADIAL, 1600, 1067, 1596.82, 800, 533.5, -0.0864497
cam_02286, , camera, SIMPLE_RADIAL, 1600, 1067, 2604.08, 800, 533.5, 0.462731
cam_02284, , camera, SIMPLE_RADIAL, 1600, 1067, 1337.1, 800, 533.5, 0.0688123
cam_02283, , camera, SIMPLE_RADIAL, 1600, 1067, 1316.74, 800, 533.5, -0.11866
cam_03615, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.17, 800, 600, -0.0723062
cam_00406, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.17, 800, 533.5, -0.0766728
cam_02282, , camera, SIMPLE_RADIAL, 1600, 1067, 1357.22, 800, 533.5, -0.132941
cam_05355, , camera, SIMPLE_RADIAL, 1600, 1200, 1175.12, 800, 600, 0.0105065
cam_02146, , camera, SIMPLE_RADIAL, 1067, 1600, 1556.53, 533.5, 800, -0.0949765
cam_01616, , camera, SIMPLE_RADIAL, 1067, 1600, 1354.75, 533.5, 800, -0.100922
cam_03614, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.7, 800, 600, -0.070469
cam_00405, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.66, 600, 800, -0.0719259
cam_02278, , camera, SIMPLE_RADIAL, 1600, 1067, 1319.01, 800, 533.5, -0.0783882
cam_05102, , camera, SIMPLE_RADIAL, 1200, 1600, 1474.87, 600, 800, -0.0655572
cam_01893, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.37, 800, 533.5, -0.0963109
cam_03609, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.14, 800, 600, -0.0745891
cam_00400, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.43, 800, 600, -0.0648123
cam_02275, , camera, SIMPLE_RADIAL, 1600, 1067, 1331.94, 800, 533.5, -0.0908714
cam_03698, , camera, SIMPLE_RADIAL, 1600, 1200, 1562.32, 800, 600, -0.0739434
cam_00489, , camera, SIMPLE_RADIAL, 1200, 1600, 1545.33, 600, 800, -0.0693261
cam_01957, , camera, SIMPLE_RADIAL, 1067, 1600, 1878.59, 533.5, 800, -0.0692822
cam_05166, , camera, SIMPLE_RADIAL, 1600, 1200, 1477.62, 800, 600, -0.0114213
cam_05089, , camera, SIMPLE_RADIAL, 1600, 1200, 1481.34, 800, 600, -0.015307
cam_01880, , camera, SIMPLE_RADIAL, 1600, 1067, 1344.84, 800, 533.5, -0.0930281
cam_03596, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.62, 800, 600, -0.07502
cam_00387, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.47, 800, 600, -0.0718864
cam_05094, , camera, SIMPLE_RADIAL, 1600, 1200, 1477.74, 800, 600, -0.0433868
cam_01885, , camera, SIMPLE_RADIAL, 1600, 1067, 1326.08, 800, 533.5, -0.0931699
cam_03601, , camera, SIMPLE_RADIAL, 1600, 1200, 1561.58, 800, 600, -0.07864
cam_00392, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.06, 800, 600, -0.0720245
cam_05092, , camera, SIMPLE_RADIAL, 1600, 1200, 1465.6, 800, 600, -0.0403918
cam_01883, , camera, SIMPLE_RADIAL, 1600, 1067, 1334.62, 800, 533.5, -0.0975985
cam_05252, , camera, SIMPLE_RADIAL, 1600, 1200, 1460.72, 800, 600, -0.0433986
cam_02266, , camera, SIMPLE_RADIAL, 1600, 1067, 1331.13, 800, 533.5, -0.104981
cam_05091, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.65, 600, 800, -0.02904
cam_00263, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.87, 600, 800, -0.0763844
cam_04408, , camera, SIMPLE_RADIAL, 1600, 1067, 1856.09, 800, 533.5, -0.0699196
cam_03585, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.49, 800, 600, -0.0699336
cam_00376, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.28, 800, 600, -0.0659817
cam_01393, , camera, SIMPLE_RADIAL, 1600, 1200, 1569.49, 800, 600, -0.0683224
cam_01397, , camera, SIMPLE_RADIAL, 1600, 1200, 1562.37, 800, 600, -0.073017
cam_01398, , camera, SIMPLE_RADIAL, 1200, 1600, 1539.7, 600, 800, -0.0610246
cam_01399, , camera, SIMPLE_RADIAL, 1200, 1600, 1572.77, 600, 800, -0.0548251
cam_01400, , camera, SIMPLE_RADIAL, 1200, 1600, 1565.85, 600, 800, -0.0655549
cam_01403, , camera, SIMPLE_RADIAL, 1067, 1600, 1342.36, 533.5, 800, -0.114809
cam_01404, , camera, SIMPLE_RADIAL, 1067, 1600, 1358.11, 533.5, 800, -0.0997551
cam_01406, , camera, SIMPLE_RADIAL, 1067, 1600, 1335.31, 533.5, 800, -0.090079
cam_01407, , camera, SIMPLE_RADIAL, 1067, 1600, 1363.06, 533.5, 800, -0.102333
cam_01408, , camera, SIMPLE_RADIAL, 1067, 1600, 1329.74, 533.5, 800, -0.0988677
cam_01409, , camera, SIMPLE_RADIAL, 1067, 1600, 1316.39, 533.5, 800, -0.0915192
cam_01411, , camera, SIMPLE_RADIAL, 1067, 1600, 1348.93, 533.5, 800, -0.0956792
cam_01412, , camera, SIMPLE_RADIAL, 1067, 1600, 1335.73, 533.5, 800, -0.102815
cam_01669, , camera, SIMPLE_RADIAL, 1067, 1600, 1671.05, 533.5, 800, -0.0789296
cam_01413, , camera, SIMPLE_RADIAL, 1067, 1600, 1334.54, 533.5, 800, -0.110322
cam_04622, , camera, SIMPLE_RADIAL, 1024, 768, 945.467, 512, 384, 0.14214
cam_01670, , camera, SIMPLE_RADIAL, 1067, 1600, 1336.49, 533.5, 800, -0.0930474
cam_01414, , camera, SIMPLE_RADIAL, 1067, 1600, 1332.5, 533.5, 800, -0.0865276
cam_04623, , camera, SIMPLE_RADIAL, 768, 1024, 983.382, 384, 512, 0.0961871
cam_01415, , camera, SIMPLE_RADIAL, 1067, 1600, 1344.29, 533.5, 800, -0.0973254
cam_04624, , camera, SIMPLE_RADIAL, 1024, 768, 834.373, 512, 384, 0.0610221
cam_01417, , camera, SIMPLE_RADIAL, 1067, 1600, 1344.28, 533.5, 800, -0.100055
cam_01418, , camera, SIMPLE_RADIAL, 1067, 1600, 1332.41, 533.5, 800, -0.0896876
cam_03664, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.81, 600, 800, -0.0741373
cam_05157, , camera, SIMPLE_RADIAL, 1600, 1200, 1462.41, 800, 600, 0.00832938
cam_01948, , camera, SIMPLE_RADIAL, 1600, 1067, 1352.37, 800, 533.5, -0.0925621
cam_01419, , camera, SIMPLE_RADIAL, 1067, 1600, 1333.17, 533.5, 800, -0.108355
cam_03665, , camera, SIMPLE_RADIAL, 1200, 1600, 1549.36, 600, 800, -0.0715722
cam_05158, , camera, SIMPLE_RADIAL, 1600, 1200, 1477.13, 800, 600, -0.0288752
cam_01949, , camera, SIMPLE_RADIAL, 1600, 1067, 1355, 800, 533.5, -0.0904615
cam_03417, , camera, SIMPLE_RADIAL, 1600, 1200, 1806.44, 800, 600, -0.167296
cam_00208, , camera, SIMPLE_RADIAL, 1600, 1067, 1091.5, 800, 533.5, -0.0698685
cam_02689, , camera, SIMPLE_RADIAL, 1200, 1600, 1822.96, 600, 800, -0.19409
cam_01420, , camera, SIMPLE_RADIAL, 1067, 1600, 1339.54, 533.5, 800, -0.0998089
cam_03666, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.02, 800, 600, -0.0739908
cam_00457, , camera, SIMPLE_RADIAL, 1600, 1067, 1105.31, 800, 533.5, -0.0798125
cam_00680, , camera, SIMPLE_RADIAL, 1067, 1600, 2228.02, 533.5, 800, -0.0337199
cam_03889, , camera, SIMPLE_RADIAL, 1067, 1600, 1490.41, 533.5, 800, -0.100021
cam_05159, , camera, SIMPLE_RADIAL, 1600, 1200, 1460.53, 800, 600, -0.0347117
cam_01950, , camera, SIMPLE_RADIAL, 1600, 1067, 1361.24, 800, 533.5, -0.0858737
cam_01677, , camera, SIMPLE_RADIAL, 1067, 1600, 1323.21, 533.5, 800, -0.0934921
cam_01421, , camera, SIMPLE_RADIAL, 1067, 1600, 1349.26, 533.5, 800, -0.101139
cam_03667, , camera, SIMPLE_RADIAL, 1200, 1600, 1553.24, 600, 800, -0.0776942
cam_00458, , camera, SIMPLE_RADIAL, 1600, 1067, 1297.16, 800, 533.5, -0.0596121
cam_05160, , camera, SIMPLE_RADIAL, 1600, 1200, 1462.31, 800, 600, -0.0103062
cam_01951, , camera, SIMPLE_RADIAL, 1600, 1067, 1353.84, 800, 533.5, -0.100186
cam_01678, , camera, SIMPLE_RADIAL, 1067, 1600, 1316.62, 533.5, 800, -0.0975136
cam_01423, , camera, SIMPLE_RADIAL, 1067, 1600, 1348.55, 533.5, 800, -0.101679
cam_04632, , camera, SIMPLE_RADIAL, 1024, 768, 967.259, 512, 384, 0.0550944
cam_05162, , camera, SIMPLE_RADIAL, 1200, 1600, 1453.3, 600, 800, 0.0463348
cam_01953, , camera, SIMPLE_RADIAL, 1600, 1067, 1357.09, 800, 533.5, -0.0972663
cam_01424, , camera, SIMPLE_RADIAL, 1067, 1600, 3881.19, 533.5, 800, 0.105789
cam_03670, , camera, SIMPLE_RADIAL, 1200, 1600, 1554.2, 600, 800, -0.0778779
cam_00461, , camera, SIMPLE_RADIAL, 1200, 1600, 1548.27, 600, 800, -0.0746383
cam_05163, , camera, SIMPLE_RADIAL, 1200, 1600, 1449.66, 600, 800, -0.0361417
cam_01954, , camera, SIMPLE_RADIAL, 1600, 1067, 1351.19, 800, 533.5, -0.0862216
cam_01425, , camera, SIMPLE_RADIAL, 1067, 1600, 1340.01, 533.5, 800, -0.093638
cam_03671, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.12, 800, 600, -0.0709724
cam_00462, , camera, SIMPLE_RADIAL, 1600, 1067, 1108.46, 800, 533.5, -0.090608
cam_05164, , camera, SIMPLE_RADIAL, 1600, 1200, 1467.63, 800, 600, -0.0530468
cam_01955, , camera, SIMPLE_RADIAL, 1600, 1067, 1354.15, 800, 533.5, -0.0958907
cam_01426, , camera, SIMPLE_RADIAL, 1067, 1600, 1345.72, 533.5, 800, -0.138049
cam_03672, , camera, SIMPLE_RADIAL, 1200, 1600, 1549.62, 600, 800, -0.0712564
cam_00463, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.18, 600, 800, -0.0759866
cam_05165, , camera, SIMPLE_RADIAL, 1600, 1200, 1482.25, 800, 600, -0.0486006
cam_01956, , camera, SIMPLE_RADIAL, 1600, 1067, 1348.39, 800, 533.5, -0.0951473
cam_01428, , camera, SIMPLE_RADIAL, 1067, 1600, 1323.05, 533.5, 800, -0.0821826
cam_03674, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.26, 800, 600, -0.0703399
cam_00465, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.52, 800, 600, -0.0714725
cam_05167, , camera, SIMPLE_RADIAL, 1200, 1600, 1464.71, 600, 800, -0.0220756
cam_01958, , camera, SIMPLE_RADIAL, 1600, 1067, 1346.93, 800, 533.5, -0.0957917
cam_03426, , camera, SIMPLE_RADIAL, 1600, 1200, 1827.43, 800, 600, -0.184447
cam_00217, , camera, SIMPLE_RADIAL, 1600, 1067, 1102.54, 800, 533.5, -0.082058
cam_01685, , camera, SIMPLE_RADIAL, 1067, 1600, 1323.12, 533.5, 800, -0.0916022
cam_04894, , camera, SIMPLE_RADIAL, 1200, 1600, 1442.72, 600, 800, -0.059421
cam_04043, , camera, SIMPLE_RADIAL, 1067, 1600, 1328.24, 533.5, 800, -0.106394
cam_00834, , camera, SIMPLE_RADIAL, 1600, 1200, 1565.31, 800, 600, -0.0613
cam_02550, , camera, SIMPLE_RADIAL, 1600, 1067, 1322.87, 800, 533.5, -0.0986976
cam_04162, , camera, SIMPLE_RADIAL, 1600, 1067, 1087.46, 800, 533.5, -0.0792418
cam_04042, , camera, SIMPLE_RADIAL, 1600, 1067, 1326.64, 800, 533.5, -0.107125
cam_02549, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.55, 800, 533.5, -0.108314
cam_03975, , camera, SIMPLE_RADIAL, 1067, 1600, 1244.07, 533.5, 800, -0.0689397
cam_01973, , camera, SIMPLE_RADIAL, 1600, 1067, 1332.34, 800, 533.5, -0.0981132
cam_05182, , camera, SIMPLE_RADIAL, 1600, 1200, 1471.25, 800, 600, -0.0656008
cam_03638, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.31, 800, 600, -0.0785474
cam_00429, , camera, SIMPLE_RADIAL, 1200, 1600, 1548.76, 600, 800, -0.0704958
cam_02145, , camera, SIMPLE_RADIAL, 1600, 1067, 1324.85, 800, 533.5, -0.0888284
cam_01640, , camera, SIMPLE_RADIAL, 1067, 1600, 1323.21, 533.5, 800, -0.087358
cam_00147, , camera, SIMPLE_RADIAL, 1063, 1600, 1230.99, 531.5, 800, -0.126196
cam_03356, , camera, SIMPLE_RADIAL, 1200, 1600, 1810.24, 600, 800, -0.180758
cam_03617, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.6, 800, 600, -0.0666129
cam_00408, , camera, SIMPLE_RADIAL, 1600, 1067, 1102.15, 800, 533.5, -0.0777661
cam_05110, , camera, SIMPLE_RADIAL, 1600, 1200, 1463.82, 800, 600, -0.0176005
cam_01901, , camera, SIMPLE_RADIAL, 1600, 1067, 1336.51, 800, 533.5, -0.104079
cam_01446, , camera, SIMPLE_RADIAL, 1600, 1063, 1239.27, 800, 531.5, -0.108276
cam_02250, , camera, SIMPLE_RADIAL, 1600, 1067, 1322.34, 800, 533.5, -0.122495
cam_03593, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.03, 800, 600, -0.0741465
cam_00384, , camera, SIMPLE_RADIAL, 1600, 1067, 1104.01, 800, 533.5, -0.0769802
cam_05086, , camera, SIMPLE_RADIAL, 1600, 1200, 1474.17, 800, 600, -0.0452323
cam_01877, , camera, SIMPLE_RADIAL, 1600, 1067, 1361.25, 800, 533.5, -0.0837384
cam_02303, , camera, SIMPLE_RADIAL, 1600, 1067, 1318.61, 800, 533.5, -0.10147
cam_03644, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.33, 600, 800, -0.0757582
cam_05137, , camera, SIMPLE_RADIAL, 1600, 1200, 1471.39, 800, 600, -0.0125196
cam_01928, , camera, SIMPLE_RADIAL, 1600, 1067, 1381.5, 800, 533.5, -0.093073
